Text;Emotion;Translated_Text
i feel selfish but she would insist;anger;aku merasa egois tapi dia akan bersikeras
i had that feeling in a very very long while and i couldnt decide whether i liked it or not;love;i punya perasaan yang dalam waktu yang sangat lama dan saya tidak bisa memutuskan apakah saya menyukainya atau tidak
i feel adventurous i even pop a a href http dianam;joy;saya merasa petualang saya bahkan pop sebuah href http dianam
i feel very glad as in facebook we have many cricket related pages which are providing news views score update of cricket and website like cricnepal cricket;joy;i merasa sangat senang sebagai dalam facebook kami memiliki banyak kriket halaman terkait yang menyediakan pandangan berita pembaruan skor kriket dan situs seperti cricnepal kriket
i dont know why but recently i feel really extremely exhausted i feel like i am going to faint at any moment lll i never felt like this before i feel so weak;sadness;saya tidak tahu kenapa tapi baru-baru ini saya merasa sangat lelah saya merasa seperti saya akan pingsan setiap saat saya tidak pernah merasa seperti ini sebelum saya merasa begitu lemah
i feel like it blog april a wonderful spring weekend filed under a href http karmardav;joy;i feel like it blog april a wonderful spring weekend diajukan di bawah href http karmardav
i channel was not yet assured i get the feeling they just went from broke on this one;sadness;i saluran belum pasti saya mendapatkan perasaan mereka hanya pergi dari pecah yang satu ini
i don t have that much money and as i say that i once again feel so fake and unappreciative because i have so much more than the other of this world;sadness;Saya tidak punya uang sebanyak itu dan seperti yang saya katakan bahwa saya sekali lagi merasa begitu palsu dan tidak dihargai karena saya memiliki lebih banyak daripada dunia ini
i was feeling on the inside my face broke out really bad i had a rash on my eyelids that left them red and peeling thank you harsh pool chemicals and my mouth was i think experiencing some sort of allergic reaction to something i ate;sadness;i merasa di dalam wajah saya pecah benar-benar buruk i memiliki ruam di kelopak mata saya yang meninggalkan mereka merah dan mengupas terima kasih bahan kimia kolam keras dan mulut saya adalah saya pikir mengalami semacam reaksi alergi untuk sesuatu yang saya makan
im feeling pretty shaken at the moment;fear;Aku merasa sangat terguncang saat ini
i kicked myself repeatedly over the next hours for feeling so ungrateful;sadness;aku menendang diriku berulang kali selama beberapa jam kedepan karena merasa tidak tahu berterima kasih
i definitely feel he should get a title supporting and the picture for once;joy;i pasti merasa ia harus mendapatkan dukungan judul dan gambar untuk sekali
i should be dead since ive been out of this for a couple of months but i feel the pain every time i go to reach for that empty bottle i just cannot bear to throw out;sadness;aku seharusnya sudah mati sejak aku keluar dari sini selama beberapa bulan tapi aku merasakan sakit setiap kali aku pergi untuk meraih botol kosong itu aku hanya tidak tahan untuk membuang
i see anything that would cause me to feel fearful or distrustful of him;fear;i melihat apa pun yang akan menyebabkan saya merasa takut atau tidak percaya padanya
i feel reassured to know that i have some good luck in this world;joy;i merasa yakin untuk mengetahui bahwa saya memiliki beberapa keberuntungan di dunia ini
i started feeling intimidated by the thought;fear;i mulai merasa terintimidasi oleh pikiran
i am feeling rather jaded because i have always believed falsely it seems that if one has the true love of christ charity in one s heart for people that everything else is secondary since charity is touted as being the most important thing to have;sadness;aku merasa agak letih karena aku selalu percaya palsu tampaknya bahwa jika seseorang memiliki cinta sejati Kristus amal dalam satu hati untuk orang-orang bahwa segala sesuatu yang lain adalah sekunder karena amal adalah touted sebagai hal yang paling penting untuk memiliki
i get to the other side of months and possibly extend than it does to drink that wine and wake up feeling sad that i didnt finish what i started;sadness;i sampai ke sisi lain bulan dan mungkin memperpanjang daripada itu tidak minum anggur yang dan bangun merasa sedih bahwa saya tidak menyelesaikan apa yang saya mulai
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses;fear;aku masih menyadari bahwa mengabaikan bagaimana saya merasa hal Yesus ini nyata dan ia telah terguncang kosmos saya selama bertahun-tahun
i had a real life pet hamster when i was little so i really like this little family sylvanian families are great for role play learning about animals creating your own stories and their flocked fur makes them feel very special;joy;aku punya kehidupan hewan peliharaan hamster nyata ketika aku masih kecil jadi aku benar-benar seperti keluarga sylvanian kecil ini keluarga besar untuk peran belajar bermain tentang hewan menciptakan cerita Anda sendiri dan bulu kawanan mereka membuat mereka merasa sangat istimewa
im really feeling hot comfort foods this week;love;aku benar-benar merasa panas makanan kenyamanan minggu ini
i was involved in zenos story i only casually mentioned that it would make a good novel but now i really feel passionate about the idea;joy;i terlibat dalam cerita zenos saya hanya santai disebutkan bahwa itu akan membuat novel yang baik tapi sekarang saya benar-benar merasa bergairah tentang ide
i feel affectionate toward the friends ive made online and admire their spirits and talents;love;i merasa kasih sayang kepada teman-teman lve dibuat online dan mengagumi semangat dan bakat mereka
i feel appreciative of everything;joy;i merasa menghargai segalanya
i really love it when i walk into a home and just feel really welcomed;joy;aku benar-benar menyukainya ketika aku berjalan ke rumah dan hanya merasa benar-benar diterima
i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food;fear;Saya akui saya berjalan ke kafe gelombang ketiga merasa sedikit khawatir tapi apa yang tampaknya menjadi menjalankan kafe mill ternyata menjadi restoran dengan kepribadian yang besar dan bahkan makanan yang lebih besar
i spent a few days feeling defeated and wondering how much better i can expect myself to get;sadness;i menghabiskan beberapa hari merasa dikalahkan dan bertanya-tanya berapa banyak yang lebih baik i bisa mengharapkan diriku untuk mendapatkan
i feel honored that you would think of me as inspiring;joy;Saya merasa terhormat bahwa Anda akan berpikir saya sebagai inspirasi
i think that a lot of times what women perceive as a problem with their husband is actually a symptom of the fact that and yes im about to bust out a generalization so feel free to tell me how your case is different men are problem solvers;joy;i think bahwa banyak kali apa yang wanita lihat sebagai masalah dengan suami mereka sebenarnya gejala fakta bahwa dan ya im tentang untuk payudara keluar generalisasi sehingga merasa bebas untuk memberitahu saya bagaimana kasus Anda berbeda laki-laki adalah pemecah masalah
i feel really horny when i wear them they hug my c k balls really nicely;love;i merasa benar-benar horny ketika saya memakainya mereka memeluk saya c k bola benar-benar baik
i usually feel angered by this mad that my body could be betraying me in this way mad that a whole week out of every four is spent wasted;anger;i biasanya merasa marah oleh marah ini bahwa tubuh saya bisa mengkhianati saya dengan cara ini gila bahwa seluruh minggu dari setiap empat dihabiskan sia-sia
im feeling a lot more appreciative today;joy;aku merasa jauh lebih menghargai hari ini
i feel like im being petty about this;anger;i feel im sedang picik tentang hal ini
i do feel more special than i did when i was single;joy;aku merasa lebih istimewa daripada ketika aku masih lajang
i just focus on my sermon itself and think about all of the research and writing and practicing that lies ahead of me i feel burdened;sadness;saya hanya fokus pada khotbah saya sendiri dan berpikir tentang semua penelitian dan menulis dan berlatih yang terletak di depan saya saya merasa terbebani
i feel permanently unimportant and i feel stupid;sadness;i merasa permanen tidak penting dan saya merasa bodoh
i first held my scotty i knew i was in love with my high priced bundle of joy but i couldnt help feeling apprehensive about what the time to come holds;fear;saya pertama kali memegang Skotlandia saya tahu saya jatuh cinta dengan bundle sukacita saya harganya tinggi tapi saya tidak bisa membantu merasa khawatir tentang apa waktu untuk datang memegang
i still feel cute in my tight little work out pants and snug t shirt;joy;aku masih merasa manis dengan celana ketatku dan baju yang nyaman
i don t mean to behave so cut off but i feel so lethargic to utter one single word to anyone;sadness;aku tidak bermaksud berperilaku begitu terputus tapi aku merasa sangat lesu untuk mengucapkan satu kata kepada siapa pun
i feel absolutely amazing;surprise;i merasa benar-benar menakjubkan
i realize that this conversation can make some people feel paranoid or upset generally;fear;saya menyadari bahwa percakapan ini dapat membuat beberapa orang merasa paranoid atau marah umumnya
i felt i got to feel more appreciative for people;joy;i merasa saya harus merasa lebih menghargai orang
i was feeling pretty discontent after that;sadness;i merasa cukup tidak puas setelah itu
i have become a mother and my body has changed so much but following this style i still feel gorgeous and more confident than ever;joy;aku telah menjadi seorang ibu dan tubuhku telah banyak berubah tapi mengikuti gaya ini aku masih merasa cantik dan lebih percaya diri dari sebelumnya
i feel i need to change that pattern so that i can stand up for myself and learn to be supportive;love;i feel i need to change that patterns so that i can stand for myself and learn to be suportif
im sure most moms have already figured this out but i feel like such a more joyful person;joy;aku yakin kebanyakan ibu sudah tahu ini tapi aku merasa seperti orang yang lebih menyenangkan
i envy those couple who cant wait to get married and feel so pleased that they are eventually married;joy;i iri pasangan yang tidak sabar untuk menikah dan merasa begitu senang bahwa mereka akhirnya menikah
i feel like we were successful in the creation of the mural as it would enhance the working environment of the school and will add motivation to the children as well as experience to everyone who was involved;joy;i merasa seperti kita berhasil dalam penciptaan lukisan dinding karena akan meningkatkan lingkungan kerja sekolah dan akan menambahkan motivasi untuk anak-anak serta pengalaman untuk semua orang yang terlibat
i feel lousy on what happen;sadness;i merasa buruk pada apa yang terjadi
i always feel overwhelmed with a mixture of feelings while listening to these songs;surprise;i selalu merasa kewalahan dengan campuran perasaan sambil mendengarkan lagu-lagu ini
i want to feel amazed a little more often;surprise;saya ingin merasa kagum sedikit lebih sering
i was starting to feel scared for both of their safety and i wish those officers hadn t left no matter how much i hated them;fear;i mulai merasa takut untuk kedua keselamatan mereka dan saya berharap para perwira tidak meninggalkan tidak peduli berapa banyak aku membenci mereka
i loved feeling lily move and have missed it so much;sadness;i loved perasaan lily bergerak dan telah melewatkan begitu banyak
i feel proud in my ability to simply comprehend what was painstakingly discovered through rigorous experiments and ingenious theories;joy;i merasa bangga dalam kemampuan saya untuk hanya memahami apa yang susah payah ditemukan melalui percobaan ketat dan teori cerdik
i feel overwhelmed they might say my stomach hurts or my head hurts;fear;aku merasa kewalahan mereka mungkin mengatakan perutku sakit atau kepalaku sakit
i feel devastated right now;sadness;aku merasa hancur sekarang
i was feeling a bit miserable and the only thing that could cheer me up is some good old baking;sadness;aku merasa sedikit menyedihkan dan satu-satunya hal yang bisa menghiburku adalah beberapa kue tua yang baik
i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah;anger;i jenis merasa seperti saya harus berinvestasi dalam bagaimana untuk internet untuk jenis buku dummies tapi aku benar-benar tidak terganggu oleh status saya sebagai pariah internet
i lve the fact that yu genuinely feel scared when playing this game;fear;Aku punya fakta bahwa kau benar-benar merasa takut ketika bermain game ini
i shook my head feeling dazed;surprise;i menggelengkan kepala saya merasa bingung
i met people from every corner of the globe so now when i am feeling restless and my finances will allow me i am can pick a spot see people that i really care about and have an adventure with them in their homelands;fear;i bertemu orang-orang dari setiap sudut dunia jadi sekarang ketika saya merasa gelisah dan keuangan saya akan memungkinkan saya i am dapat memilih tempat melihat orang-orang yang saya benar-benar peduli dan memiliki petualangan dengan mereka di tanah air mereka
i feel ungrateful and petty if i try and talk to people about it;sadness;i merasa tidak tahu berterima kasih dan picik jika saya mencoba dan berbicara dengan orang tentang hal itu
i want to believe its how my kids will feel whenever i become rich and famous and move on to the mansion that is waiting for me;joy;saya ingin percaya bagaimana anak-anak saya akan merasa setiap kali saya menjadi kaya dan terkenal dan pindah ke rumah besar yang menunggu untuk saya
i open my eyes wide and i feel the last bubble of precious air escape from my lips then everything goes black;joy;i membuka mata saya lebar-lebar dan saya merasa gelembung terakhir udara berharga melarikan diri dari bibir saya kemudian semuanya menjadi hitam
i feel determined even if nervous about the unknown future its perhaps even a bit thrilling;joy;i merasa ditentukan bahkan jika gugup tentang masa depan yang tidak diketahui bahkan mungkin sedikit mendebarkan
i feel contented but i m going to bet that i ll hate life tomorrow i hide a lot of things;joy;aku merasa puas tapi aku akan bertaruh bahwa aku akan membenci kehidupan besok aku menyembunyikan banyak hal
i tell her how i feel i ll be punished;sadness;saya katakan padanya bagaimana saya merasa saya akan dihukum
i never want the audience to feel punished preached at or sorry for me;sadness;saya tidak pernah ingin penonton merasa dihukum berkhotbah di atau menyesal bagi saya
i still feel like its a terrific pistol at a fantastic price;joy;aku masih merasa seperti pistol yang hebat dengan harga yang fantastis
i feel some weird plantar fascitis y thing;fear;i merasa beberapa aneh plantar fascitis y hal
i didnt feel insulted though;anger;saya tidak merasa tersinggung sekalipun
i feel like i m in the movie dangerous minds;anger;i merasa seperti i m dalam film pikiran berbahaya
i also tended to either attract drama or not know how to handle it before people got their feelings hurt or not really know how to prevent or deal with conflict in the groups;sadness;i juga cenderung baik menarik drama atau tidak tahu bagaimana mengatasinya sebelum orang mendapat perasaan mereka terluka atau tidak benar-benar tahu bagaimana untuk mencegah atau menangani konflik dalam kelompok
ill just say it i feel horrible about my body;sadness;sakit hanya mengatakan itu saya merasa mengerikan tentang tubuh saya
id love to know in the comments i feel like its a funny thing but i always love reading about how people schedule their days;surprise;ld senang tahu dalam komentar saya merasa seperti hal yang lucu tapi saya selalu suka membaca tentang bagaimana orang jadwal hari-hari mereka
i cant quite put my finger on it yet the reason why i feel so listless;sadness;saya tidak bisa cukup menempatkan jari saya di atasnya belum alasan mengapa saya merasa begitu lesu
i also feel overwhelmed by to do lists;fear;i juga merasa kewalahan oleh untuk melakukan daftar
i spoke with reported feeling dissassociated and dissatisfied with their human lives;anger;saya berbicara dengan melaporkan perasaan disasosiasi dan tidak puas dengan kehidupan manusia mereka
i really feel quite honoured to represent my country;joy;i benar-benar merasa cukup terhormat untuk mewakili negara saya
i am feeling pretty shaky and sad;fear;aku merasa sangat gemetar dan sedih
i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not;anger;i benar-benar dapat membawa dendam untuk waktu yang lama terhadap mereka saya merasa telah dirugikan atau menyakiti saya dalam beberapa cara apakah mereka menyadarinya atau tidak
i feel it s because we re unsure how we can help;fear;aku merasakannya karena kita tidak yakin bagaimana kita bisa membantu
i feel like that s a pretty valuable lesson to have walked away with;joy;i feel like that s a pretty valuable lesson to have walked away with
i can feel it running through my veins and at the end is an unpleasant sight;sadness;aku bisa merasakannya mengalir melalui pembuluh darahku dan pada akhirnya adalah pemandangan yang tidak menyenangkan
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done;anger;saya tahu saya perlu tidur merasa tidak puas dengan diriku sendiri untuk apa yang saya belum mencapai bukannya bersinar dengan bangga sama sekali saya telah melakukan
i am feeling a little nostalgic about it;love;Aku merasa sedikit bernostalgia tentang hal itu
im most expressive when i feel distraught;fear;Im paling ekspresif ketika saya merasa putus asa
i recommend the jasmine green tea teapot service but didn t feel like having a cheese and tomato sandwich pretzel or donut though i could probably be convinced img src http s;joy;i merekomendasikan layanan teh hijau melati tapi tidak merasa seperti memiliki keju dan tomat sandwich pretzel atau donat meskipun saya mungkin bisa yakin img src http s
i think my body has recovered and i feel excited to go downstairs for the start of the weeks workout;joy;i think tubuh saya telah pulih dan saya merasa bersemangat untuk pergi ke bawah untuk awal minggu latihan
i made justin feel pretty miserable last night im sure;sadness;i dibuat justin merasa cukup menyedihkan tadi malam im yakin
i know this wont make me a better person this feeling wont help me this wont make me successful;joy;Aku tahu ini tidak akan membuat saya orang yang lebih baik perasaan ini tidak akan membantu saya ini wont membuat saya sukses
i think the protection part is the part where i feel some has abused it more than the other reasons intended for the rights to bear arms;sadness;saya pikir bagian perlindungan adalah bagian di mana saya merasa beberapa telah disalahgunakan itu lebih dari alasan lain dimaksudkan untuk hak-hak untuk menanggung senjata
i feel privileged to be their mommy;joy;Aku merasa istimewa menjadi ibu mereka.
i did feel clever when i taunted a friend of mine with my knowledge;joy;aku merasa pintar ketika aku mengejek temanku dengan pengetahuanku
i am not okay with feeling annoyed at myself and at life all the time;anger;saya tidak baik-baik saja dengan merasa kesal pada diri sendiri dan pada kehidupan sepanjang waktu
i feel that it is my duty to athf and their devoted fan base to show my support;love;saya merasa bahwa itu adalah tugas saya untuk athf dan basis penggemar setia mereka untuk menunjukkan dukungan saya
im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it;fear;aku merasa paranoid menyadari taktik pemerintah dan jika mereka meletakkannya di buku mereka ingin menggunakannya
i totally and completely feel free doing that is amongst like minded souls;joy;i benar-benar dan benar-benar merasa bebas melakukan itu adalah di antara jiwa-jiwa berpikiran seperti
i hate for anyone to ever feel left out awkward or less than;sadness;i hate for anyone to ever feel left out canggung or less than
i know that i feel more successful now writing a blog in my sweatpants while my baby sleeps on me than i did when i commuted on trains and ferries with a business card in the pocket of my armani blazer;joy;saya tahu bahwa saya merasa lebih sukses sekarang menulis blog di celana saya sementara bayi saya tidur pada saya daripada saya ketika saya bolak-balik di kereta api dan feri dengan kartu bisnis di saku jaket armani saya
i feel slightly awful;sadness;i merasa sedikit mengerikan
i still feel a little bit listless but im coping with it by getting as much work done as possible to distract myself and trying not to overthink anything;sadness;saya masih merasa sedikit lesu tapi aku menghadapinya dengan mendapatkan sebanyak pekerjaan yang mungkin untuk mengalihkan perhatian diriku dan mencoba untuk tidak terlalu memikirkan apa-apa
ill admit i feel slightly disillusioned here;sadness;sakit akui aku merasa sedikit kecewa di sini
i feel pain or aching in can stop;sadness;aku merasa sakit atau sakit bisa berhenti
i m feeling very much relax and calm;joy;i m merasa sangat banyak santai dan tenang
i feel stressed out i would watch movies alone or just walk on the streets alone;anger;i merasa stres i akan menonton film sendirian atau hanya berjalan di jalan-jalan saja
i do feel sympathetic to the parties involved now that their careers are down the drain;love;aku merasa bersimpati kepada pihak yang terlibat sekarang bahwa karir mereka sia-sia
i was feeling annoyed suddenly;anger;i merasa kesal tiba-tiba
i feel like disbanding this popular server would let down the community and him which seems very selfish of me;joy;i merasa seperti membubarkan server populer ini akan mengecewakan masyarakat dan dia yang tampaknya sangat egois saya
i read the lad mags and sip herbal tea and leave feeling terrific;joy;i membaca mags anak dan menyesap teh herbal dan meninggalkan perasaan hebat
i don t think i d feel this way so often if teachers were more respected and allowed to have more autonomy;joy;i don t berpikir i d merasa seperti ini begitu sering jika guru lebih dihormati dan diizinkan untuk memiliki lebih otonomi
i remember feeling so inadequate as i stood there and they thanked me because of your purchases;sadness;saya ingat merasa begitu tidak memadai saat saya berdiri di sana dan mereka mengucapkan terima kasih karena pembelian Anda
i keep telling myself ill feel like celebrating when ive passed my boards date still to be determined;joy;i terus mengatakan sakit merasa seperti merayakan ketika saya telah melewati tanggal papan saya masih harus ditentukan
im always disappointed that no ones perceptive enough but then again if im worried about people watching me then should i feel disappointed at myself for not watching them;sadness;aku selalu kecewa bahwa tidak ada orang yang cukup perseptif tapi sekali lagi jika aku khawatir tentang orang-orang menonton aku maka harus aku merasa kecewa pada diriku sendiri karena tidak menonton mereka
i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so;anger;Aku sangat bersyukur karena merasa cemburu pada gadis kurus dengan pendapatan yang tampaknya sekali pakai yang berbelanja di mal tampaknya begitu
im feeling optimistic right now so ill project that out here;joy;saya merasa optimis sekarang jadi proyek sakit yang di sini
i shall never rest until each and every ukrainian will feel that he she is a precious part of an inclusive ukrainian society whose historical roots have always been diverse and multi national language issue;joy;saya tidak akan pernah beristirahat sampai setiap dan setiap ukrainia akan merasa bahwa dia adalah bagian berharga dari masyarakat ukrainia inklusif yang akar sejarah selalu beragam dan multi bahasa isu
i settle in other ways based on feeling worthless;sadness;i menetap dalam cara lain berdasarkan merasa tidak berharga
i feel more adventurous willing to take risks img src http cdn;joy;i merasa lebih petualang bersedia mengambil risiko img src http cdn
i feel god can be humorous and creative and just so awesome;joy;i merasa Tuhan dapat lucu dan kreatif dan hanya begitu mengagumkan
i just feel humiliated and stupid that i didnt realize that all these things were only pushing you farther away from me;sadness;aku hanya merasa dipermalukan dan bodoh bahwa aku tidak menyadari bahwa semua hal ini hanya mendorong kau lebih jauh dariku
as in sadness a;anger;seperti dalam kesedihan a
i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word;anger;i feel to being terganggu dengan hal-hal yang mengambil perhatian saya atau kepentingan yang membuat saya dari waktu yang lebih terfokus doa dan membaca kata-katanya
i should feel thankful or totally pani;joy;aku harus merasa bersyukur atau benar-benar pani
i feel so lucky to live where i do;joy;aku merasa sangat beruntung untuk tinggal di tempat yang saya lakukan
i stated in the class discussions the school discourages the use of im reference at the library because they feel that it will be abused;sadness;i menyatakan dalam diskusi kelas sekolah mencegah penggunaan Im referensi di perpustakaan karena mereka merasa bahwa itu akan disalahgunakan
i feel completely lost;sadness;i merasa benar-benar hilang
i feel much peaceful today;joy;Aku merasa sangat damai hari ini
i love being comfy that is my main goal when i look for new clothes i cannot stand feeling uncomfortable in something;fear;aku suka merasa nyaman itu adalah tujuan utamaku ketika aku mencari baju baru aku tidak tahan merasa tidak nyaman dalam sesuatu
i feel your loving presence everywhere;love;Aku merasakan kehadiran cintamu dimana-mana.
im ever feeling stressed i whack heart on black on and it kicks me back into shape;sadness;aku pernah merasa stres aku mendera hati pada hitam dan menendang saya kembali ke bentuk
i feel so very honored that they asked little ol me;joy;Saya merasa sangat terhormat bahwa mereka meminta sedikit ol saya
ive heard it so many times already im already feeling skeptical of whatever they say;fear;Aku sudah mendengarnya berkali-kali. Aku sudah merasa skeptis dengan apa yang mereka katakan.
i always feel so lucky that the participants love it too;joy;aku selalu merasa sangat beruntung bahwa peserta menyukainya juga
i was feeling kind of hesitant about food which sucked because we were going out to dinner that night followed by drinking;fear;aku merasa agak ragu tentang makanan yang menyebalkan karena kami akan keluar untuk makan malam malam itu diikuti dengan minum
i was the new guy and you never know how people are going to react how theyre going to feel about you but everyone was really gracious;love;i adalah orang baru dan Anda tidak pernah tahu bagaimana orang akan bereaksi bagaimana mereka akan merasa tentang Anda tapi semua orang benar-benar ramah
i really like this attempt at being nonbipartisan which i feel is sincere on their part;joy;i benar-benar seperti usaha ini di menjadi nonbipartisan yang saya merasa tulus pada bagian mereka
i certainly get worked up about feminist and other issues at times i also have periods of feeling fairly mellow;joy;i tentu saja mendapatkan bekerja sampai tentang feminis dan isu-isu lain kadang-kadang saya juga memiliki periode perasaan cukup lembut
i was feeling strong and sassy so i went out back and got the aluminum ladder and carried it up to the house;joy;aku merasa kuat dan lancang jadi aku pergi ke belakang dan mendapat tangga aluminium dan membawanya ke rumah
i can t say i was feeling the least bit inspired by the idea that i was going to be riding through weather like this at random times over the coming hrs;joy;saya tidak bisa mengatakan saya merasa sedikit terinspirasi oleh ide bahwa saya akan naik melalui cuaca seperti ini pada waktu acak atas hrs datang
i am however caught by the feeling that i missed out on a lot of interesting conversational banter by reading dead writers write about deader writers;sadness;saya namun tertangkap oleh perasaan bahwa saya melewatkan keluar pada banyak menarik obrolan banter dengan membaca penulis mati menulis tentang penulis lebih mati
i begin this letter in my kitchen in the soft predawn of a winter s morning a cup of tea beside the computer feeling virtuous to be up at this secret hour before light has made the streets mundane;joy;saya mulai surat ini di dapur saya di predawn lembut pagi musim dingin s secangkir teh di samping komputer merasa saleh untuk berada di jam rahasia sebelum cahaya telah membuat jalan-jalan biasa
i actually feel like i have been beaten up;sadness;Aku benar-benar merasa seperti aku telah dipukuli
ive got a feeling that some day it is not only me who is proud of myself but my family will be too;joy;Aku punya perasaan bahwa suatu hari tidak hanya aku yang bangga pada diriku sendiri tapi keluargaku akan terlalu
i do not feel i am damaged i can talk about it helps but i feel i am a strong person and i don t use it as a scape goat for thing that happen;sadness;saya tidak merasa saya rusak saya bisa berbicara tentang itu membantu tapi saya merasa saya orang yang kuat dan saya tidak menggunakannya sebagai kambing melarikan diri untuk hal yang terjadi
i have been taking it slowly going at my own pace and not feeling pressured to finish or catch up and im not looking for a miracle cure;fear;i telah mengambil perlahan-lahan pergi pada kecepatan saya sendiri dan tidak merasa ditekan untuk menyelesaikan atau mengejar ketinggalan dan aku tidak mencari obat ajaib
i could definitely feel the effects as my mouth went pleasantly numb and relaxed feeling spread throughout my body;sadness;Aku pasti bisa merasakan efek saat mulutku mati rasa dan perasaan santai menyebar ke seluruh tubuhku.
i cannot stop loving you and it just feels amazing it really fills my heart so let me;joy;aku tidak bisa berhenti mencintaimu dan rasanya menakjubkan itu benar-benar mengisi hatiku jadi biarkan aku
im feeling a bit shaken but not stirred nice bond reference ehh;fear;aku merasa sedikit terguncang tapi tidak diaduk referensi ikatan yang bagus ehh
i talked with the zone leader this morning he listened carefully as i explained what i was feeling and then reassured me that everything i was feeling was okay and normal and that in fact im supposed to be feeling this way right now;joy;saya berbicara dengan pemimpin zona pagi ini ia mendengarkan dengan seksama seperti yang saya jelaskan apa yang saya rasakan dan kemudian meyakinkan saya bahwa segala sesuatu yang saya merasa baik-baik saja dan normal dan bahwa sebenarnya saya seharusnya merasa cara ini sekarang
i find myself often feeling isolated alone and starved for stimulating adult conversation;sadness;i menemukan diriku sering merasa terisolasi sendirian dan kelaparan untuk merangsang percakapan orang dewasa
i feel reassured about the safety of canadas food supply because there are government food inspection agencies that govern the safety of food;joy;i merasa yakin tentang keselamatan pasokan makanan Kanada karena ada lembaga inspeksi makanan pemerintah yang mengatur keselamatan makanan
i feel like i am very passionate about youtube and so id quite like to explain why i think youtube is the next best thing for entertainment;love;saya merasa seperti saya sangat bergairah tentang youtube dan jadi id cukup suka untuk menjelaskan mengapa saya pikir youtube adalah hal terbaik berikutnya untuk hiburan
i cant honestly say that i was enjoying the actual running much but i was feeling the benefits and liked being out in the fields and woodland seeing the changes in the seasons and getting lungfuls of fresh air;love;saya tidak bisa jujur mengatakan bahwa saya sedang menikmati berjalan yang sebenarnya banyak tapi saya merasa keuntungan dan suka berada di luar di bidang dan Woodland melihat perubahan di musim dan mendapatkan paru-paru udara segar
im feeling hideously guily and somewhat naughty doing this in work time;love;Aku merasa bersalah dan agak nakal melakukan hal ini di waktu kerja
i pray that you feel the presence of god around you and that you realize that the birth of gods son was a precious gift for you and you never have to be alone;joy;Aku berdoa semoga kau merasakan kehadiran Tuhan di sekitarmu dan kau menyadari bahwa kelahiran anak dewa adalah hadiah yang berharga untukmu dan kau tidak perlu sendirian
i was feeling so ungrateful earlier this week;sadness;aku merasa sangat tidak tahu berterima kasih sebelumnya minggu ini
i feel there is a really sincere pleasure to be found in pleasing others a kind of pleasure that can not be gained from anything else;joy;i merasa ada kesenangan benar-benar tulus untuk ditemukan dalam menyenangkan orang lain semacam kesenangan yang tidak dapat diperoleh dari apa pun
i am still feeling unhappy and upset about the big changes happened befoe but i know times will heal everything img src http s;sadness;saya masih merasa tidak bahagia dan marah tentang perubahan besar terjadi befoe tapi saya tahu waktu akan menyembuhkan segala sesuatu lmg src http s
i feel like i barely broke into the kit;sadness;i merasa seperti saya hampir tidak masuk ke dalam kit
im feeling like a shitty person right now because i just did or worse;sadness;aku merasa seperti orang yang menyebalkan sekarang karena aku baru saja melakukannya atau lebih buruk
i feel offended i choose to tell you guys how i feel because i treated you guys as friends and would want to put a stop to all these nonsense;anger;aku merasa tersinggung aku memilih untuk memberitahu kalian bagaimana perasaanku karena aku memperlakukan kalian sebagai teman dan ingin menghentikan semua omong kosong ini
i write that i feel a bit anxious;fear;i menulis bahwa saya merasa sedikit cemas
im feeling a little overwhelmed here recently;surprise;aku merasa sedikit kewalahan di sini baru-baru ini
i feel my children are in harms way i feel frightened;fear;i merasa anak-anak saya berada dalam bahaya cara saya merasa takut
im feeling especially keen;joy;Aku merasa sangat tertarik.
i did some really valuable spiritual work and grew of course but i came out of the whole thing feeling stronger not more mellow;joy;saya melakukan beberapa benar-benar berharga spiritual bekerja dan tumbuh tentu saja tapi saya keluar dari semuanya merasa lebih kuat tidak lebih mellow
ive decided that whenever i start to feel mad about tod i dig deeper into myself to find the real solution;anger;aku memutuskan bahwa setiap kali aku mulai merasa marah tentang tod aku menggali lebih dalam ke dalam diriku untuk menemukan solusi nyata
i am feeling only slightly lethargic and overwhelmed by my new surroundings;sadness;saya merasa hanya sedikit lesu dan kewalahan dengan lingkungan baru saya
i feel like i am the keeper of these precious years;joy;saya merasa seperti saya penjaga tahun-tahun berharga
i am thankful that she continues to feel comfortable talking about with me and journaling;joy;Saya bersyukur bahwa dia terus merasa nyaman berbicara tentang dengan saya dan jurnal
i feel exceptionally lucky to visit suzanna whose life here is pretty damn idyllic at least from the perspective of a vacationer breezing in for a week;joy;Saya merasa sangat beruntung untuk mengunjungi suzanna yang hidupnya di sini cukup sialan idillic setidaknya dari perspektif liburan breezing selama seminggu
